,Date,Time,TargetTemp,ActualTemp,System,SystemAge,BuildingID
1895,6/6/2013,14:00:01,67,72,5,30,5
4997,6/18/2013,2:13:20,68,66,5,19,16
2583,6/4/2013,11:13:19,69,73,5,18,16
4995,6/16/2013,0:13:20,65,77,5,23,9
4989,6/10/2013,18:43:51,69,66,5,12,18
4978,6/29/2013,7:43:51,66,75,5,4,12
2625,6/16/2013,5:13:20,67,78,5,30,15
5578,6/29/2013,12:33:07,70,75,5,7,11
2813,6/24/2013,6:13:20,67,72,5,27,8
4548,6/19/2013,4:43:51,69,69,5,3,13
5588,6/9/2013,22:33:07,65,59,5,12,20
2064,6/25/2013,15:43:51,67,76,5,20,6
4968,6/19/2013,21:13:19,65,62,5,14,20
4656,6/7/2013,16:13:19,68,66,5,19,6
5204,6/15/2013,17:13:19,66,63,5,27,8
5743,6/14/2013,9:13:19,68,78,5,12,6
3501,6/22/2013,3:33:07,67,59,5,3,4
5755,6/26/2013,21:13:19,70,77,5,3,16
820,6/11/2013,9:13:19,68,73,5,18,13
6948,6/19/2013,0:13:19,70,77,5,5,15
3190,6/11/2013,23:13:20,68,66,5,1,2
6935,6/6/2013,11:00:01,66,65,5,2,11
3946,6/17/2013,21:33:07,65,79,5,30,2
3178,6/29/2013,11:13:20,70,68,5,27,16
1743,6/4/2013,6:33:07,70,65,5,18,20
3977,6/18/2013,4:13:19,66,71,5,4,20
877,6/8/2013,18:13:20,65,66,5,1,20
6857,6/18/2013,5:43:51,65,71,5,14,8
6852,6/13/2013,0:43:51,70,61,5,29,12
6844,6/5/2013,16:13:19,70,75,5,27,17
6831,6/22/2013,3:13:19,69,55,5,10,9
900,6/1/2013,17:33:07,66,77,5,8,1
3164,6/15/2013,21:43:51,65,69,5,7,9
3997,6/8/2013,0:43:51,70,78,5,29,19
3160,6/11/2013,17:43:51,69,61,5,17,1
6798,6/19/2013,18:33:07,65,74,5,4,4
4005,6/16/2013,8:43:51,69,63,5,10,16
936,6/7/2013,5:13:19,69,73,5,3,4
6771,6/22/2013,15:13:20,66,65,5,18,2
4014,6/25/2013,17:43:51,67,73,5,29,19
6759,6/10/2013,3:13:20,65,61,5,21,20
816,6/7/2013,5:13:19,70,60,5,30,2
6971,6/12/2013,23:13:19,69,66,5,18,12
796,6/17/2013,9:00:01,69,66,5,8,3
3943,6/14/2013,18:33:07,69,65,5,9,12
7166,6/27/2013,7:43:51,68,60,5,19,1
3863,6/24/2013,10:13:19,67,57,5,20,13
7161,6/22/2013,2:43:51,70,77,5,26,9
3870,6/1/2013,17:13:19,68,59,5,8,10
677,6/18/2013,10:00:01,67,64,5,3,1
3240,6/1/2013,1:45:56,70,60,5,5,6
7119,6/10/2013,8:00:01,66,67,5,4,8
7114,6/5/2013,3:00:01,69,76,5,6,6
7105,6/26/2013,13:45:56,66,74,5,28,10
707,6/18/2013,16:13:19,66,79,5,14,1
708,6/19/2013,17:13:19,67,60,5,21,1
963,6/4/2013,8:43:51,68,66,5,5,11
715,6/26/2013,0:43:51,67,80,5,11,15
3221,6/12/2013,6:45:56,70,62,5,25,12
7038,6/19/2013,18:33:07,66,67,5,18,11
749,6/30/2013,10:13:20,67,62,5,10,9
7020,6/1/2013,0:33:07,65,69,5,19,5
768,6/19/2013,5:33:07,68,61,5,25,18
774,6/25/2013,11:33:07,70,69,5,27,19
776,6/27/2013,13:33:07,66,66,5,27,18
778,6/29/2013,15:33:07,70,68,5,7,16
3204,6/25/2013,13:33:07,65,79,5,1,2
3202,6/23/2013,11:33:07,70,63,5,19,20
3200,6/21/2013,9:33:07,69,55,5,24,15
7065,6/16/2013,21:45:56,69,80,5,19,20
7178,6/9/2013,19:43:51,70,67,5,26,16
965,6/6/2013,10:43:51,67,56,5,2,14
979,6/20/2013,0:13:20,70,77,5,11,10
4083,6/4/2013,14:00:01,68,64,5,8,11
1132,6/23/2013,14:13:19,65,64,5,10,11
6519,6/10/2013,22:45:56,68,72,5,26,5
6508,6/29/2013,11:45:56,66,78,5,11,15
6506,6/27/2013,9:45:56,66,73,5,29,13
1158,6/19/2013,16:43:51,69,57,5,19,2
6488,6/9/2013,15:33:07,67,63,5,24,20
6474,6/25/2013,1:33:07,69,66,5,27,12
6453,6/4/2013,4:13:20,70,56,5,15,12
1209,6/10/2013,19:33:07,66,65,5,3,16
6432,6/13/2013,7:43:51,70,71,5,25,13
4121,6/12/2013,4:43:51,70,78,5,6,2
1219,6/20/2013,5:00:01,68,72,5,29,15
6427,6/8/2013,2:43:51,67,75,5,9,7
3044,6/15/2013,21:43:51,66,58,5,27,14
1237,6/8/2013,23:00:01,66,67,5,22,13
1238,6/9/2013,0:13:19,65,78,5,16,4
6413,6/24/2013,12:13:19,66,61,5,17,1
6409,6/20/2013,8:13:19,65,63,5,21,18
6394,6/5/2013,17:00:01,70,56,5,6,4
4128,6/19/2013,11:43:51,69,63,5,25,10
6375,6/16/2013,22:33:07,66,60,5,5,4
6373,6/14/2013,20:33:07,68,66,5,25,18
6548,6/9/2013,3:45:56,67,76,5,10,13
1104,6/25/2013,10:00:01,65,60,5,21,20
1099,6/20/2013,5:00:01,70,70,5,8,11
4063,6/14/2013,18:33:07,70,68,5,23,3
6746,6/27/2013,14:43:51,67,78,5,19,19
3133,6/14/2013,14:13:19,66,71,5,23,7
6735,6/16/2013,3:43:51,65,56,5,8,11
4022,6/3/2013,1:13:20,69,68,5,22,3
992,6/3/2013,13:13:20,68,78,5,4,17
997,6/8/2013,18:13:20,70,57,5,23,5
1001,6/12/2013,22:13:20,66,78,5,16,15
4028,6/9/2013,7:13:20,65,74,5,27,3
4032,6/13/2013,11:13:20,65,73,5,15,17
6709,6/20/2013,1:13:19,65,79,5,2,12
6676,6/17/2013,16:33:07,70,59,5,1,18
3141,6/22/2013,22:13:19,69,78,5,17,10
3121,6/2/2013,2:13:19,67,80,5,3,15
3117,6/28/2013,22:00:01,65,55,5,11,5
1035,6/16/2013,8:45:56,69,76,5,26,6
6642,6/13/2013,6:13:20,69,71,5,16,9
1048,6/29/2013,21:45:56,70,77,5,11,2
6611,6/12/2013,23:13:19,68,56,5,19,5
6603,6/4/2013,15:13:19,70,76,5,25,14
6600,6/1/2013,12:13:19,68,77,5,24,8
3098,6/9/2013,3:00:01,67,77,5,19,5
1083,6/4/2013,8:45:56,65,64,5,16,17
6589,6/20/2013,1:13:19,65,67,5,5,5
1086,6/7/2013,11:45:56,70,77,5,28,17
1032,6/13/2013,5:45:56,67,55,5,7,2
7182,6/13/2013,23:43:51,68,71,5,1,16
7184,6/15/2013,1:13:20,68,58,5,23,1
7195,6/26/2013,12:13:20,68,70,5,2,6
3442,6/23/2013,16:13:19,70,76,5,28,13
158,6/9/2013,14:13:19,68,80,5,9,7
3591,6/22/2013,21:43:51,67,65,5,4,7
3437,6/18/2013,11:13:19,70,63,5,27,20
7801,6/2/2013,23:00:01,70,65,5,9,16
3434,6/15/2013,8:13:19,68,55,5,5,13
7794,6/25/2013,16:00:01,69,56,5,11,17
174,6/25/2013,6:43:51,67,78,5,12,16
181,6/2/2013,13:43:51,70,76,5,21,19
7775,6/6/2013,21:33:07,69,78,5,2,8
7773,6/4/2013,19:33:07,67,63,5,25,17
3603,6/4/2013,9:13:20,69,63,5,7,17
3421,6/2/2013,19:00:01,66,58,5,25,16
3419,6/30/2013,17:00:01,65,63,5,22,12
3627,6/28/2013,9:33:07,69,78,5,1,16
3632,6/3/2013,14:33:07,69,74,5,15,5
241,6/2/2013,1:00:01,68,77,5,19,3
3637,6/8/2013,19:33:07,65,72,5,2,2
3399,6/10/2013,21:33:07,68,78,5,4,11
3643,6/14/2013,1:00:01,66,70,5,23,20
7699,6/20/2013,17:13:19,68,62,5,5,2
3645,6/16/2013,3:00:01,68,75,5,23,6
7684,6/5/2013,2:13:19,65,58,5,24,12
3444,6/25/2013,18:13:19,68,56,5,9,19
7844,6/15/2013,18:43:51,69,73,5,24,11
7848,6/19/2013,22:43:51,70,64,5,15,8
3579,6/10/2013,9:43:51,70,72,5,26,9
7985,6/6/2013,15:13:20,67,79,5,8,3
7982,6/3/2013,12:13:20,68,57,5,7,16
3517,6/8/2013,19:33:07,67,69,5,20,20
3522,6/13/2013,0:00:01,66,61,5,14,18
34,6/5/2013,10:13:19,70,78,5,5,10
7954,6/5/2013,8:43:51,65,79,5,28,1
3483,6/4/2013,9:13:20,68,76,5,13,11
3537,6/28/2013,15:00:01,66,80,5,7,1
7942,6/23/2013,20:13:19,70,69,5,27,10
3480,6/1/2013,6:13:20,69,61,5,2,10
7920,6/1/2013,22:00:01,70,65,5,12,6
3650,6/21/2013,8:00:01,67,55,5,21,13
3473,6/24/2013,23:43:51,65,74,5,14,10
7913,6/24/2013,15:00:01,67,75,5,6,10
7911,6/22/2013,13:00:01,68,80,5,20,13
7904,6/15/2013,6:00:01,67,62,5,29,12
82,6/23/2013,10:13:20,65,63,5,22,19
7901,6/12/2013,3:00:01,68,77,5,28,18
3552,6/13/2013,6:13:19,67,69,5,27,6
7893,6/4/2013,19:33:07,67,61,5,14,5
7871,6/12/2013,21:13:20,67,76,5,12,14
7869,6/10/2013,19:13:20,68,59,5,30,15
116,6/27/2013,20:33:07,65,80,5,4,9
120,6/1/2013,0:00:01,69,60,5,8,7
7914,6/25/2013,16:00:01,68,55,5,22,10
7683,6/4/2013,1:13:19,69,70,5,13,4
7652,6/3/2013,13:45:56,68,62,5,3,10
309,6/10/2013,21:43:51,67,73,5,26,2
496,6/17/2013,16:45:56,65,74,5,25,20
3292,6/23/2013,10:00:01,67,76,5,17,5
3793,6/14/2013,7:45:56,67,80,5,21,8
7350,6/1/2013,23:33:07,67,75,5,11,2
7334,6/15/2013,7:33:07,70,76,5,25,11
532,6/23/2013,4:45:56,69,70,5,3,20
3798,6/19/2013,12:45:56,70,79,5,20,20
7311,6/22/2013,8:13:20,68,80,5,2,6
549,6/10/2013,2:00:01,66,73,5,9,17
7300,6/11/2013,21:43:51,70,65,5,11,2
554,6/15/2013,7:00:01,65,66,5,14,17
7389,6/10/2013,14:13:19,68,55,5,10,5
3804,6/25/2013,18:45:56,70,69,5,20,8
570,6/1/2013,23:00:01,69,79,5,10,15
7277,6/18/2013,22:13:19,65,69,5,11,2
585,6/16/2013,14:13:19,69,73,5,23,5
7259,6/30/2013,4:13:19,70,59,5,21,7
7258,6/29/2013,3:13:19,66,63,5,1,15
598,6/29/2013,3:43:51,70,79,5,13,18
7227,6/28/2013,20:33:07,66,69,5,22,15
611,6/12/2013,16:43:51,68,67,5,17,11
7212,6/13/2013,5:33:07,70,68,5,10,9
7209,6/10/2013,2:33:07,66,58,5,19,3
629,6/30/2013,10:13:20,69,77,5,7,3
7280,6/21/2013,1:43:51,66,68,5,3,6
6369,6/10/2013,16:33:07,67,73,5,5,10
7392,6/13/2013,17:13:19,67,73,5,18,19
467,6/18/2013,11:33:07,65,77,5,28,11
7629,6/10/2013,14:45:56,69,74,5,20,11
3370,6/11/2013,16:13:20,67,71,5,4,13
7623,6/4/2013,8:45:56,67,72,5,21,13
334,6/5/2013,22:13:20,69,70,5,27,2
339,6/10/2013,3:33:07,70,78,5,9,12
3362,6/3/2013,8:13:20,70,69,5,1,12
7569,6/10/2013,2:33:07,66,63,5,16,5
7566,6/7/2013,23:13:20,67,65,5,11,3
3355,6/26/2013,1:13:20,66,66,5,29,5
7546,6/17/2013,3:13:20,67,72,5,2,20
3341,6/12/2013,11:43:51,67,73,5,3,15
3758,6/9/2013,20:33:07,68,75,5,16,11
7509,6/10/2013,14:13:19,69,79,5,25,9
7497,6/28/2013,2:13:19,70,63,5,21,20
7492,6/23/2013,21:00:01,65,63,5,5,6
7482,6/13/2013,11:00:01,69,66,5,3,20
420,6/1/2013,12:43:51,70,74,5,6,6
7473,6/4/2013,2:00:01,67,55,5,25,9
3734,6/15/2013,20:13:20,70,78,5,25,7
7449,6/10/2013,2:33:07,66,73,5,20,17
7445,6/6/2013,22:13:20,67,73,5,18,8
3743,6/24/2013,5:33:07,66,76,5,24,19
3317,6/18/2013,11:13:19,70,73,5,20,9
465,6/16/2013,9:33:07,67,71,5,25,4
401,6/12/2013,17:13:19,70,57,5,10,17
6363,6/4/2013,10:33:07,65,74,5,26,7
4143,6/4/2013,2:13:20,65,63,5,16,6
1387,6/8/2013,5:43:51,69,68,5,5,2
5984,6/15/2013,10:45:56,68,68,5,7,1
1405,6/26/2013,23:43:51,69,73,5,30,17
5794,6/5/2013,12:13:20,69,56,5,5,5
4340,6/21/2013,7:45:56,69,61,5,26,16
6208,6/29/2013,23:43:51,65,55,5,21,15
4203,6/4/2013,14:00:01,66,75,5,19,19
6218,6/9/2013,9:13:20,69,74,5,3,19
4198,6/29/2013,9:00:01,66,58,5,28,4
5968,6/29/2013,18:45:56,70,61,5,4,11
1576,6/17/2013,2:45:56,70,76,5,29,14
5966,6/27/2013,16:45:56,69,59,5,24,16
5962,6/23/2013,12:45:56,70,77,5,15,1
5990,6/21/2013,16:45:56,67,72,5,22,6
5949,6/10/2013,23:33:07,70,66,5,9,3
5948,6/9/2013,22:33:07,65,64,5,29,13
1378,6/29/2013,20:13:19,69,68,5,5,16
2990,6/21/2013,15:00:01,65,78,5,8,9
1588,6/29/2013,14:45:56,67,63,5,7,16
6246,6/7/2013,13:33:07,66,62,5,13,1
1364,6/15/2013,6:13:19,68,64,5,15,1
1609,6/20/2013,11:45:56,68,72,5,30,19
4170,6/1/2013,5:33:07,66,71,5,6,14
3004,6/5/2013,5:13:19,67,67,5,12,17
4281,6/22/2013,20:13:20,65,71,5,27,18
1712,6/3/2013,23:43:51,65,71,5,15,19
1333,6/14/2013,23:33:07,65,55,5,11,5
6230,6/21/2013,21:13:20,68,61,5,20,5
2979,6/10/2013,4:00:01,65,80,5,19,14
5795,6/6/2013,13:13:20,65,59,5,11,3
1556,6/27/2013,6:33:07,69,70,5,7,4
1489,6/20/2013,11:13:19,69,67,5,23,6
6069,6/10/2013,4:43:51,68,79,5,5,4
4320,6/1/2013,11:45:56,70,63,5,6,9
4253,6/24/2013,16:43:51,70,75,5,17,16
6054,6/25/2013,13:13:19,65,76,5,5,20
6053,6/24/2013,12:13:19,65,55,5,6,5
6052,6/23/2013,11:13:19,66,65,5,26,9
2958,6/19/2013,7:33:07,66,73,5,24,12
2959,6/20/2013,8:33:07,67,58,5,16,12
6122,6/3/2013,9:33:07,68,62,5,5,7
6125,6/6/2013,12:33:07,65,65,5,24,9
6126,6/7/2013,13:33:07,67,75,5,13,14
2948,6/9/2013,21:13:20,70,56,5,17,20
1458,6/19/2013,4:00:01,65,56,5,2,13
1447,6/8/2013,17:33:07,70,72,5,26,1
6148,6/29/2013,11:00:01,65,59,5,23,16
2945,6/6/2013,18:13:20,68,60,5,21,18
6151,6/2/2013,14:00:01,69,79,5,4,3
6033,6/4/2013,16:00:01,65,76,5,26,12
6030,6/1/2013,13:00:01,69,57,5,20,1
1431,6/22/2013,1:33:07,66,70,5,3,16
2943,6/4/2013,16:13:20,68,60,5,2,16
1544,6/15/2013,18:13:20,65,80,5,6,15
6005,6/6/2013,7:45:56,69,76,5,5,7
6000,6/1/2013,2:45:56,70,78,5,24,7
1417,6/8/2013,11:13:20,69,80,5,23,5
6181,6/2/2013,20:13:19,67,76,5,15,11
4167,6/28/2013,2:33:07,65,62,5,6,4
1615,6/26/2013,17:45:56,69,74,5,9,6
1485,6/16/2013,7:13:19,66,58,5,3,19
1632,6/13/2013,10:45:56,70,65,5,18,11
4323,6/4/2013,14:45:56,68,59,5,23,15
6329,6/30/2013,0:13:20,69,65,5,27,8
1621,6/2/2013,23:45:56,65,66,5,18,3
5840,6/21/2013,10:00:01,66,71,5,19,7
2904,6/25/2013,1:43:51,65,58,5,4,9
1662,6/13/2013,21:00:01,67,77,5,25,16
4313,6/24/2013,4:45:56,66,66,5,4,10
1648,6/29/2013,7:00:01,67,76,5,27,12
1667,6/18/2013,2:13:19,67,69,5,27,5
5843,6/24/2013,13:00:01,69,61,5,1,9
6322,6/23/2013,17:43:51,66,68,5,4,7
7309,6/20/2013,6:13:20,66,56,6,29,7
6027,6/28/2013,10:00:01,65,79,6,22,6
7250,6/21/2013,19:00:01,67,63,6,24,3
5613,6/4/2013,23:00:01,70,75,6,13,3
602,6/3/2013,7:43:51,69,69,6,15,6
3264,6/25/2013,1:45:56,70,77,6,4,2
7331,6/12/2013,4:33:07,70,74,6,16,11
3620,6/21/2013,2:33:07,70,56,6,11,10
6023,6/24/2013,6:00:01,66,76,6,21,16
230,6/21/2013,14:33:07,68,62,6,1,2
7221,6/22/2013,14:33:07,70,57,6,2,6
533,6/24/2013,5:45:56,68,72,6,5,16
4599,6/10/2013,7:33:07,66,63,6,22,20
615,6/16/2013,20:43:51,68,67,6,24,16
618,6/19/2013,23:43:51,68,61,6,17,6
2655,6/16/2013,11:33:07,69,65,6,8,16
586,6/17/2013,15:13:19,66,62,6,8,20
4819,6/20/2013,11:13:20,69,80,6,21,19
5999,6/30/2013,1:45:56,68,63,6,28,3
7320,6/1/2013,17:13:20,65,65,6,13,19
2657,6/18/2013,13:33:07,69,78,6,6,2
3802,6/23/2013,16:45:56,68,66,6,29,2
3572,6/3/2013,2:43:51,66,67,6,9,16
5628,6/19/2013,14:13:19,68,70,6,22,17
3276,6/7/2013,13:45:56,69,57,6,18,9
7791,6/22/2013,13:00:01,66,73,6,9,17
1844,6/15/2013,11:13:20,67,70,6,22,13
560,6/21/2013,13:00:01,70,63,6,22,18
7284,6/25/2013,5:43:51,65,72,6,9,5
1546,6/17/2013,20:13:20,70,64,6,15,5
1640,6/21/2013,18:45:56,69,69,6,19,15
1850,6/21/2013,17:13:20,68,69,6,15,12
233,6/24/2013,17:33:07,65,57,6,19,1
576,6/7/2013,5:13:19,68,64,6,6,1
581,6/12/2013,10:13:19,65,68,6,18,12
2287,6/8/2013,3:33:07,68,55,6,27,12
6037,6/8/2013,20:00:01,68,58,6,11,18
3667,6/8/2013,1:13:19,67,70,6,23,11
5085,6/16/2013,18:13:19,68,72,6,24,11
3251,6/12/2013,12:45:56,68,76,6,15,3
4814,6/15/2013,6:13:20,67,75,6,18,9
657,6/28/2013,14:33:07,66,65,6,26,13
3249,6/10/2013,10:45:56,70,80,6,16,2
4868,6/9/2013,12:45:56,66,80,6,1,2
194,6/15/2013,2:13:20,69,58,6,28,16
2235,6/16/2013,23:13:19,70,63,6,17,16
4864,6/5/2013,8:45:56,70,69,6,5,14
4251,6/22/2013,14:43:51,66,72,6,25,19
7752,6/13/2013,22:13:20,66,56,6,20,10
7146,6/7/2013,11:13:19,66,65,6,15,7
5108,6/9/2013,17:43:51,66,68,6,12,1
3245,6/6/2013,6:45:56,69,71,6,29,19
1861,6/2/2013,4:33:07,68,62,6,1,13
2450,6/21/2013,22:00:01,66,76,6,29,13
688,6/29/2013,21:00:01,69,55,6,2,9
2856,6/7/2013,1:00:01,70,67,6,12,8
2225,6/6/2013,13:13:19,67,80,6,21,5
4247,6/18/2013,10:43:51,69,72,6,10,4
3896,6/27/2013,19:43:51,68,66,6,15,15
3422,6/3/2013,20:00:01,70,57,6,15,19
5096,6/27/2013,5:43:51,68,72,6,30,1
2245,6/26/2013,9:43:51,68,77,6,10,8
2949,6/10/2013,22:13:20,67,64,6,12,7
628,6/29/2013,9:13:20,70,77,6,30,2
229,6/20/2013,13:33:07,68,80,6,14,1
630,6/1/2013,11:13:20,65,65,6,8,12
3256,6/17/2013,17:45:56,67,63,6,13,15
1288,6/29/2013,2:13:20,68,64,6,26,3
7196,6/27/2013,13:13:20,66,66,6,18,16
7732,6/23/2013,2:13:20,70,55,6,8,5
2255,6/6/2013,19:43:51,65,57,6,1,5
7738,6/29/2013,8:13:20,68,71,6,19,13
4578,6/19/2013,10:13:20,69,70,6,12,7
2894,6/15/2013,15:13:19,70,79,6,12,9
6040,6/11/2013,23:00:01,70,57,6,14,12
644,6/15/2013,1:33:07,65,55,6,21,15
4577,6/18/2013,9:13:20,70,65,6,22,1
3597,6/28/2013,3:13:20,67,61,6,16,19
5852,6/3/2013,22:00:01,69,65,6,19,12
7744,6/5/2013,14:13:20,68,79,6,25,10
2591,6/12/2013,19:13:19,69,57,6,12,9
4872,6/13/2013,16:45:56,70,55,6,28,17
650,6/21/2013,7:33:07,68,55,6,6,10
5095,6/26/2013,4:43:51,66,70,6,19,6
2833,6/14/2013,2:33:07,66,66,6,25,10
2596,6/17/2013,0:43:51,66,58,6,27,2
111,6/22/2013,15:33:07,67,76,6,9,11
7335,6/16/2013,8:33:07,69,80,6,15,8
358,6/29/2013,22:33:07,70,58,6,9,13
7550,6/21/2013,7:13:20,70,66,6,30,13
4653,6/4/2013,13:13:19,69,71,6,11,6
5921,6/12/2013,19:13:20,67,56,6,1,2
374,6/15/2013,14:00:01,65,57,6,13,17
2366,6/27/2013,10:43:51,65,61,6,14,8
375,6/16/2013,15:00:01,65,74,6,14,9
7657,6/8/2013,18:45:56,65,80,6,11,10
378,6/19/2013,18:00:01,67,64,6,30,8
295,6/26/2013,7:43:51,65,62,6,6,12
7534,6/5/2013,15:43:51,65,65,6,5,13
5713,6/14/2013,3:00:01,65,75,6,28,3
4398,6/19/2013,22:00:01,69,58,6,12,19
7510,6/11/2013,15:13:19,68,70,6,20,6
5661,6/22/2013,23:43:51,67,57,6,16,13
1601,6/12/2013,3:45:56,65,57,6,27,18
3727,6/8/2013,13:13:20,65,58,6,30,17
5937,6/28/2013,11:33:07,69,62,6,11,6
3336,6/7/2013,6:43:51,69,62,6,20,6
3665,6/6/2013,23:00:01,68,63,6,28,11
4981,6/2/2013,10:43:51,67,55,6,12,1
4833,6/4/2013,1:33:07,66,61,6,25,20
298,6/29/2013,10:43:51,67,60,6,14,15
2889,6/10/2013,10:13:19,68,60,6,10,14
317,6/18/2013,5:13:20,66,67,6,20,18
1614,6/25/2013,16:45:56,69,57,6,9,2
3671,6/12/2013,5:13:19,66,79,6,5,1
1613,6/24/2013,15:45:56,69,62,6,27,3
3368,6/9/2013,14:13:20,66,68,6,18,3
3675,6/16/2013,9:13:19,68,70,6,25,16
7600,6/11/2013,9:45:56,65,76,6,8,13
5677,6/8/2013,15:13:20,70,76,6,6,20
3587,6/18/2013,17:43:51,67,73,6,11,12
2918,6/9/2013,15:43:51,70,78,6,15,6
1805,6/6/2013,20:13:19,70,58,6,25,11
1676,6/27/2013,11:13:19,70,74,6,2,19
302,6/3/2013,14:43:51,70,76,6,17,4
4959,6/10/2013,12:13:19,68,68,6,28,15
3364,6/5/2013,10:13:20,65,70,6,10,7
5709,6/10/2013,23:33:07,68,76,6,22,11
3585,6/16/2013,15:43:51,69,76,6,21,6
3683,6/24/2013,17:13:19,70,71,6,21,5
299,6/30/2013,11:43:51,69,58,6,5,10
2619,6/10/2013,23:43:51,70,61,6,1,17
7587,6/28/2013,20:33:07,67,78,6,4,18
3640,6/11/2013,22:33:07,68,63,6,9,10
7488,6/19/2013,17:00:01,66,67,6,19,7
4273,6/14/2013,12:13:20,69,75,6,12,3
7704,6/25/2013,22:13:19,70,65,6,8,12
475,6/26/2013,19:33:07,69,72,6,20,11
7393,6/14/2013,18:13:19,65,74,6,30,15
5818,6/29/2013,12:33:07,68,76,6,13,14
118,6/29/2013,22:33:07,70,64,6,12,6
4267,6/8/2013,6:13:20,65,57,6,13,5
4675,6/26/2013,11:43:51,70,70,6,15,5
3297,6/28/2013,15:00:01,69,76,6,5,19
2880,6/1/2013,1:13:19,69,72,6,4,9
2327,6/18/2013,19:00:01,70,80,6,25,13
113,6/24/2013,17:33:07,70,80,6,28,17
7373,6/24/2013,22:00:01,70,55,6,17,17
512,6/3/2013,8:45:56,69,80,6,22,16
252,6/13/2013,12:00:01,69,79,6,2,9
3790,6/11/2013,4:45:56,65,77,6,7,1
7361,6/12/2013,10:00:01,70,65,6,21,19
1562,6/3/2013,12:33:07,66,78,6,4,20
7802,6/3/2013,0:13:19,70,74,6,4,8
2576,6/27/2013,4:13:19,66,57,6,4,11
318,6/19/2013,6:13:20,70,74,6,2,20
254,6/15/2013,14:00:01,70,71,6,2,9
3731,6/12/2013,17:13:20,65,64,6,22,1
4830,6/1/2013,22:13:20,67,65,6,21,14
5650,6/11/2013,12:43:51,65,74,6,24,18
290,6/21/2013,2:43:51,67,64,6,23,10
3441,6/22/2013,15:13:19,69,63,6,18,20
7477,6/8/2013,6:00:01,66,76,6,7,15
2477,6/18/2013,1:43:51,68,61,6,28,12
4921,6/2/2013,17:45:56,65,75,6,30,10
133,6/14/2013,13:00:01,69,78,6,26,2
429,6/10/2013,21:43:51,66,60,6,2,16
7676,6/27/2013,18:00:01,67,64,6,30,13
3737,6/18/2013,23:13:20,67,79,6,2,13
259,6/20/2013,19:00:01,67,77,6,4,5
445,6/26/2013,13:13:20,68,72,6,5,9
4639,6/20/2013,23:00:01,70,79,6,15,1
4302,6/13/2013,17:33:07,67,61,6,26,9
7434,6/25/2013,11:13:20,70,63,6,11,8
3233,6/24/2013,18:45:56,69,80,6,11,2
1669,6/20/2013,4:13:19,66,73,6,27,20
3649,6/20/2013,7:00:01,65,79,6,13,7
1630,6/11/2013,8:45:56,67,75,6,5,20
5973,6/4/2013,23:45:56,66,72,6,7,14
3755,6/6/2013,17:33:07,70,65,6,30,14
446,6/27/2013,14:13:20,68,60,6,29,4
6359,6/30/2013,6:33:07,68,56,6,1,3
4860,6/1/2013,4:45:56,67,64,6,24,7
1867,6/8/2013,10:33:07,68,64,6,29,18
4057,6/8/2013,12:33:07,70,59,6,1,8
6259,6/20/2013,2:00:01,69,61,6,18,16
6591,6/22/2013,3:13:19,65,79,6,17,5
5791,6/2/2013,9:13:20,65,74,6,11,6
5346,6/7/2013,15:43:51,68,55,6,26,7
6261,6/22/2013,4:00:01,67,73,6,20,2
1349,6/30/2013,15:00:01,66,64,6,1,1
1342,6/23/2013,8:00:01,68,75,6,5,8
1087,6/8/2013,12:45:56,67,72,6,22,4
4769,6/30/2013,9:13:19,67,79,6,21,16
5359,6/20/2013,4:13:20,68,63,6,5,15
4066,6/17/2013,21:33:07,70,75,6,15,18
2752,6/23/2013,17:00:01,65,59,6,12,14
5732,6/3/2013,22:00:01,70,65,6,22,16
6567,6/28/2013,3:00:01,67,58,6,13,10
5363,6/24/2013,8:13:20,70,56,6,23,3
6545,6/6/2013,0:45:56,68,64,6,3,12
4079,6/30/2013,10:00:01,67,66,6,17,17
4768,6/29/2013,8:13:19,68,59,6,27,6
5370,6/1/2013,15:13:20,67,56,6,10,5
1331,6/12/2013,21:33:07,66,59,6,21,20
6520,6/11/2013,23:45:56,66,80,6,10,20
1326,6/7/2013,16:33:07,67,76,6,26,17
1367,6/18/2013,9:13:19,68,75,6,18,18
1065,6/16/2013,14:45:56,68,58,6,21,6
6614,6/15/2013,2:43:51,69,76,6,29,6
1062,6/13/2013,11:45:56,70,69,6,11,4
2094,6/25/2013,21:13:20,67,73,6,7,13
1709,6/30/2013,20:43:51,67,66,6,10,9
5300,6/21/2013,17:00:01,66,69,6,22,9
4435,6/26/2013,11:43:51,67,59,6,30,6
2089,6/20/2013,16:13:20,68,80,6,1,4
6225,6/16/2013,16:13:20,65,74,6,15,11
5520,6/1/2013,2:43:51,68,55,6,14,9
999,6/10/2013,20:13:20,69,67,6,3,7
4464,6/25/2013,16:13:20,68,77,6,14,4
6716,6/27/2013,8:13:19,67,73,6,10,16
1920,6/1/2013,15:13:19,70,73,6,16,3
4091,6/12/2013,22:00:01,67,74,6,12,5
4036,6/17/2013,15:13:20,70,75,6,28,8
5318,6/9/2013,11:13:19,68,58,6,22,3
2519,6/30/2013,19:13:20,67,77,6,29,3
1925,6/6/2013,20:13:19,70,68,6,13,5
7923,6/4/2013,1:13:19,69,62,6,28,14
4511,6/12/2013,15:00:01,68,77,6,5,19
