",Date,Time,TargetTemp,ActualTemp,System,SystemAge,BuildingID\n"
"2655,6/16/2013,11:33:07,69,65,6,8,16\n"
"586,6/17/2013,15:13:19,66,62,6,8,20\n"
"4819,6/20/2013,11:13:20,69,80,6,21,19\n"
"5999,6/30/2013,1:45:56,68,63,6,28,3\n"
"7320,6/1/2013,17:13:20,65,65,6,13,19\n"
"2657,6/18/2013,13:33:07,69,78,6,6,2\n"
"3802,6/23/2013,16:45:56,68,66,6,29,2\n"
"3572,6/3/2013,2:43:51,66,67,6,9,16\n"
"5628,6/19/2013,14:13:19,68,70,6,22,17\n"
"3276,6/7/2013,13:45:56,69,57,6,18,9\n"
"7791,6/22/2013,13:00:01,66,73,6,9,17\n"
"1844,6/15/2013,11:13:20,67,70,6,22,13\n"
"560,6/21/2013,13:00:01,70,63,6,22,18\n"
"7284,6/25/2013,5:43:51,65,72,6,9,5\n"
"1546,6/17/2013,20:13:20,70,64,6,15,5\n"
"1640,6/21/2013,18:45:56,69,69,6,19,15\n"
"1850,6/21/2013,17:13:20,68,69,6,15,12\n"
"233,6/24/2013,17:33:07,65,57,6,19,1\n"
"576,6/7/2013,5:13:19,68,64,6,6,1\n"
"581,6/12/2013,10:13:19,65,68,6,18,12\n"
"2287,6/8/2013,3:33:07,68,55,6,27,12\n"
"6037,6/8/2013,20:00:01,68,58,6,11,18\n"
"3667,6/8/2013,1:13:19,67,70,6,23,11\n"
"5085,6/16/2013,18:13:19,68,72,6,24,11\n"
"3251,6/12/2013,12:45:56,68,76,6,15,3\n"
"4814,6/15/2013,6:13:20,67,75,6,18,9\n"
"657,6/28/2013,14:33:07,66,65,6,26,13\n"
"3249,6/10/2013,10:45:56,70,80,6,16,2\n"
"4868,6/9/2013,12:45:56,66,80,6,1,2\n"
"194,6/15/2013,2:13:20,69,58,6,28,16\n"
"2235,6/16/2013,23:13:19,70,63,6,17,16\n"
"4864,6/5/2013,8:45:56,70,69,6,5,14\n"
"4251,6/22/2013,14:43:51,66,72,6,25,19\n"
"7752,6/13/2013,22:13:20,66,56,6,20,10\n"
"7146,6/7/2013,11:13:19,66,65,6,15,7\n"
"5108,6/9/2013,17:43:51,66,68,6,12,1\n"
"3245,6/6/2013,6:45:56,69,71,6,29,19\n"
"1861,6/2/2013,4:33:07,68,62,6,1,13\n"
"2450,6/21/2013,22:00:01,66,76,6,29,13\n"
"688,6/29/2013,21:00:01,69,55,6,2,9\n"
"2856,6/7/2013,1:00:01,70,67,6,12,8\n"
"2225,6/6/2013,13:13:19,67,80,6,21,5\n"
"4247,6/18/2013,10:43:51,69,72,6,10,4\n"
"3896,6/27/2013,19:43:51,68,66,6,15,15\n"
"3422,6/3/2013,20:00:01,70,57,6,15,19\n"
"5096,6/27/2013,5:43:51,68,72,6,30,1\n"
"2245,6/26/2013,9:43:51,68,77,6,10,8\n"
"2949,6/10/2013,22:13:20,67,64,6,12,7\n"
"628,6/29/2013,9:13:20,70,77,6,30,2\n"
"229,6/20/2013,13:33:07,68,80,6,14,1\n"
"630,6/1/2013,11:13:20,65,65,6,8,12\n"
"3256,6/17/2013,17:45:56,67,63,6,13,15\n"
"1288,6/29/2013,2:13:20,68,64,6,26,3\n"
"7196,6/27/2013,13:13:20,66,66,6,18,16\n"
"7732,6/23/2013,2:13:20,70,55,6,8,5\n"
"2255,6/6/2013,19:43:51,65,57,6,1,5\n"
"7738,6/29/2013,8:13:20,68,71,6,19,13\n"
"4578,6/19/2013,10:13:20,69,70,6,12,7\n"
"2894,6/15/2013,15:13:19,70,79,6,12,9\n"
"6040,6/11/2013,23:00:01,70,57,6,14,12\n"
"644,6/15/2013,1:33:07,65,55,6,21,15\n"
"4577,6/18/2013,9:13:20,70,65,6,22,1\n"
"3597,6/28/2013,3:13:20,67,61,6,16,19\n"
"5852,6/3/2013,22:00:01,69,65,6,19,12\n"
"7744,6/5/2013,14:13:20,68,79,6,25,10\n"
"2591,6/12/2013,19:13:19,69,57,6,12,9\n"
"4872,6/13/2013,16:45:56,70,55,6,28,17\n"
"650,6/21/2013,7:33:07,68,55,6,6,10\n"
"5095,6/26/2013,4:43:51,66,70,6,19,6\n"
"2833,6/14/2013,2:33:07,66,66,6,25,10\n"
"2596,6/17/2013,0:43:51,66,58,6,27,2\n"
"111,6/22/2013,15:33:07,67,76,6,9,11\n"
"7335,6/16/2013,8:33:07,69,80,6,15,8\n"
"358,6/29/2013,22:33:07,70,58,6,9,13\n"
"7550,6/21/2013,7:13:20,70,66,6,30,13\n"
"4653,6/4/2013,13:13:19,69,71,6,11,6\n"
"5921,6/12/2013,19:13:20,67,56,6,1,2\n"
"374,6/15/2013,14:00:01,65,57,6,13,17\n"
"2366,6/27/2013,10:43:51,65,61,6,14,8\n"
"375,6/16/2013,15:00:01,65,74,6,14,9\n"
"7657,6/8/2013,18:45:56,65,80,6,11,10\n"
"378,6/19/2013,18:00:01,67,64,6,30,8\n"
"295,6/26/2013,7:43:51,65,62,6,6,12\n"
"7534,6/5/2013,15:43:51,65,65,6,5,13\n"
"5713,6/14/2013,3:00:01,65,75,6,28,3\n"
"4398,6/19/2013,22:00:01,69,58,6,12,19\n"
"7510,6/11/2013,15:13:19,68,70,6,20,6\n"
"5661,6/22/2013,23:43:51,67,57,6,16,13\n"
"1601,6/12/2013,3:45:56,65,57,6,27,18\n"
"3727,6/8/2013,13:13:20,65,58,6,30,17\n"
"5937,6/28/2013,11:33:07,69,62,6,11,6\n"
"3336,6/7/2013,6:43:51,69,62,6,20,6\n"
"3665,6/6/2013,23:00:01,68,63,6,28,11\n"
"4981,6/2/2013,10:43:51,67,55,6,12,1\n"
"4833,6/4/2013,1:33:07,66,61,6,25,20\n"
"298,6/29/2013,10:43:51,67,60,6,14,15\n"
"2889,6/10/2013,10:13:19,68,60,6,10,14\n"
"317,6/18/2013,5:13:20,66,67,6,20,18\n"
"1614,6/25/2013,16:45:56,69,57,6,9,2\n"
"3671,6/12/2013,5:13:19,66,79,6,5,1\n"
"1613,6/24/2013,15:45:56,69,62,6,27,3\n"
"3368,6/9/2013,14:13:20,66,68,6,18,3\n"
"3675,6/16/2013,9:13:19,68,70,6,25,16\n"
"7600,6/11/2013,9:45:56,65,76,6,8,13\n"
"5677,6/8/2013,15:13:20,70,76,6,6,20\n"
"3587,6/18/2013,17:43:51,67,73,6,11,12\n"
"2918,6/9/2013,15:43:51,70,78,6,15,6\n"
"1805,6/6/2013,20:13:19,70,58,6,25,11\n"
"1676,6/27/2013,11:13:19,70,74,6,2,19\n"
"302,6/3/2013,14:43:51,70,76,6,17,4\n"
"4959,6/10/2013,12:13:19,68,68,6,28,15\n"
"3364,6/5/2013,10:13:20,65,70,6,10,7\n"
"5709,6/10/2013,23:33:07,68,76,6,22,11\n"
"3585,6/16/2013,15:43:51,69,76,6,21,6\n"
"3683,6/24/2013,17:13:19,70,71,6,21,5\n"
"299,6/30/2013,11:43:51,69,58,6,5,10\n"
"2619,6/10/2013,23:43:51,70,61,6,1,17\n"
"7587,6/28/2013,20:33:07,67,78,6,4,18\n"
"3640,6/11/2013,22:33:07,68,63,6,9,10\n"
"7488,6/19/2013,17:00:01,66,67,6,19,7\n"
"4273,6/14/2013,12:13:20,69,75,6,12,3\n"
"7704,6/25/2013,22:13:19,70,65,6,8,12\n"
"475,6/26/2013,19:33:07,69,72,6,20,11\n"
"7393,6/14/2013,18:13:19,65,74,6,30,15\n"
"5818,6/29/2013,12:33:07,68,76,6,13,14\n"
"118,6/29/2013,22:33:07,70,64,6,12,6\n"
"4267,6/8/2013,6:13:20,65,57,6,13,5\n"
"4675,6/26/2013,11:43:51,70,70,6,15,5\n"
"3297,6/28/2013,15:00:01,69,76,6,5,19\n"
"2880,6/1/2013,1:13:19,69,72,6,4,9\n"
"2327,6/18/2013,19:00:01,70,80,6,25,13\n"
"113,6/24/2013,17:33:07,70,80,6,28,17\n"
"7373,6/24/2013,22:00:01,70,55,6,17,17\n"
"512,6/3/2013,8:45:56,69,80,6,22,16\n"
"252,6/13/2013,12:00:01,69,79,6,2,9\n"
"3790,6/11/2013,4:45:56,65,77,6,7,1\n"
"7361,6/12/2013,10:00:01,70,65,6,21,19\n"
"1562,6/3/2013,12:33:07,66,78,6,4,20\n"
"7802,6/3/2013,0:13:19,70,74,6,4,8\n"
"2576,6/27/2013,4:13:19,66,57,6,4,11\n"
"318,6/19/2013,6:13:20,70,74,6,2,20\n"
"254,6/15/2013,14:00:01,70,71,6,2,9\n"
"3731,6/12/2013,17:13:20,65,64,6,22,1\n"
"4830,6/1/2013,22:13:20,67,65,6,21,14\n"
"5650,6/11/2013,12:43:51,65,74,6,24,18\n"
"290,6/21/2013,2:43:51,67,64,6,23,10\n"
"3441,6/22/2013,15:13:19,69,63,6,18,20\n"
"7477,6/8/2013,6:00:01,66,76,6,7,15\n"
"2477,6/18/2013,1:43:51,68,61,6,28,12\n"
"4921,6/2/2013,17:45:56,65,75,6,30,10\n"
"133,6/14/2013,13:00:01,69,78,6,26,2\n"
"429,6/10/2013,21:43:51,66,60,6,2,16\n"
"7676,6/27/2013,18:00:01,67,64,6,30,13\n"
"3737,6/18/2013,23:13:20,67,79,6,2,13\n"
"259,6/20/2013,19:00:01,67,77,6,4,5\n"
"445,6/26/2013,13:13:20,68,72,6,5,9\n"
"4639,6/20/2013,23:00:01,70,79,6,15,1\n"
"4302,6/13/2013,17:33:07,67,61,6,26,9\n"
"7434,6/25/2013,11:13:20,70,63,6,11,8\n"
"3233,6/24/2013,18:45:56,69,80,6,11,2\n"
"1669,6/20/2013,4:13:19,66,73,6,27,20\n"
"3649,6/20/2013,7:00:01,65,79,6,13,7\n"
"1630,6/11/2013,8:45:56,67,75,6,5,20\n"
"5973,6/4/2013,23:45:56,66,72,6,7,14\n"
"3755,6/6/2013,17:33:07,70,65,6,30,14\n"
"446,6/27/2013,14:13:20,68,60,6,29,4\n"
"6359,6/30/2013,6:33:07,68,56,6,1,3\n"
"4860,6/1/2013,4:45:56,67,64,6,24,7\n"
"1867,6/8/2013,10:33:07,68,64,6,29,18\n"
"4057,6/8/2013,12:33:07,70,59,6,1,8\n"
"6259,6/20/2013,2:00:01,69,61,6,18,16\n"
"6591,6/22/2013,3:13:19,65,79,6,17,5\n"
"5791,6/2/2013,9:13:20,65,74,6,11,6\n"
"5346,6/7/2013,15:43:51,68,55,6,26,7\n"
"6261,6/22/2013,4:00:01,67,73,6,20,2\n"
"1349,6/30/2013,15:00:01,66,64,6,1,1\n"
"1342,6/23/2013,8:00:01,68,75,6,5,8\n"
"1087,6/8/2013,12:45:56,67,72,6,22,4\n"
"4769,6/30/2013,9:13:19,67,79,6,21,16\n"
"5359,6/20/2013,4:13:20,68,63,6,5,15\n"
"4066,6/17/2013,21:33:07,70,75,6,15,18\n"
"2752,6/23/2013,17:00:01,65,59,6,12,14\n"
"5732,6/3/2013,22:00:01,70,65,6,22,16\n"
"6567,6/28/2013,3:00:01,67,58,6,13,10\n"
"5363,6/24/2013,8:13:20,70,56,6,23,3\n"
"6545,6/6/2013,0:45:56,68,64,6,3,12\n"
"4079,6/30/2013,10:00:01,67,66,6,17,17\n"
"4768,6/29/2013,8:13:19,68,59,6,27,6\n"
"5370,6/1/2013,15:13:20,67,56,6,10,5\n"
"1331,6/12/2013,21:33:07,66,59,6,21,20\n"
"6520,6/11/2013,23:45:56,66,80,6,10,20\n"
"1326,6/7/2013,16:33:07,67,76,6,26,17\n"
"1367,6/18/2013,9:13:19,68,75,6,18,18\n"
"1065,6/16/2013,14:45:56,68,58,6,21,6\n"
"6614,6/15/2013,2:43:51,69,76,6,29,6\n"
"1062,6/13/2013,11:45:56,70,69,6,11,4\n"
"2094,6/25/2013,21:13:20,67,73,6,7,13\n"
"1709,6/30/2013,20:43:51,67,66,6,10,9\n"
"5300,6/21/2013,17:00:01,66,69,6,22,9\n"
"4435,6/26/2013,11:43:51,67,59,6,30,6\n"
"2089,6/20/2013,16:13:20,68,80,6,1,4\n"
"6225,6/16/2013,16:13:20,65,74,6,15,11\n"
"5520,6/1/2013,2:43:51,68,55,6,14,9\n"
"999,6/10/2013,20:13:20,69,67,6,3,7\n"
"4464,6/25/2013,16:13:20,68,77,6,14,4\n"
"6716,6/27/2013,8:13:19,67,73,6,10,16\n"
"1920,6/1/2013,15:13:19,70,73,6,16,3\n"
"4091,6/12/2013,22:00:01,67,74,6,12,5\n"
"4036,6/17/2013,15:13:20,70,75,6,28,8\n"
"5318,6/9/2013,11:13:19,68,58,6,22,3\n"
"2519,6/30/2013,19:13:20,67,77,6,29,3\n"
"1925,6/6/2013,20:13:19,70,68,6,13,5\n"
"7923,6/4/2013,1:13:19,69,62,6,28,14\n"
"4511,6/12/2013,15:00:01,68,77,6,5,19\n"
"1042,6/23/2013,15:45:56,70,56,6,13,4\n"
"60,6/1/2013,12:43:51,69,79,6,15,7\n"
"2522,6/3/2013,22:13:20,69,63,6,5,9\n"
"2561,6/12/2013,13:00:01,67,76,6,4,7\n"
"6621,6/22/2013,9:43:51,70,68,6,14,20\n"
"6617,6/18/2013,5:43:51,66,69,6,17,4\n"
"1922,6/3/2013,17:13:19,70,74,6,17,8\n"
"68,6/9/2013,20:43:51,65,67,6,21,16\n"
"1148,6/9/2013,6:43:51,67,79,6,12,17\n"
"6300,6/1/2013,19:13:19,67,72,6,5,11\n"
"5467,6/8/2013,16:45:56,69,76,6,4,14\n"
"5462,6/3/2013,11:45:56,67,77,6,15,6\n"
"4479,6/10/2013,7:33:07,70,71,6,22,8\n"
"3496,6/17/2013,22:13:20,69,78,6,21,19\n"
"5459,6/30/2013,8:45:56,70,57,6,11,5\n"
"1244,6/15/2013,6:13:19,66,67,6,5,11\n"
"5770,6/11/2013,12:43:51,68,62,6,20,13\n"
"5765,6/6/2013,7:43:51,67,57,6,22,20\n"
"6332,6/3/2013,3:13:20,66,68,6,4,10\n"
"5420,6/21/2013,17:45:56,66,66,6,8,12\n"
"9,6/10/2013,9:00:01,65,57,6,5,12\n"
"5424,6/25/2013,21:45:56,70,66,6,21,6\n"
"1259,6/30/2013,21:13:19,68,64,6,30,7\n"
"6342,6/13/2013,13:13:20,66,63,6,19,20\n"
"4140,6/1/2013,23:43:51,66,59,6,5,17\n"
"5430,6/1/2013,3:45:56,65,68,6,30,17\n"
"4475,6/6/2013,3:33:07,70,64,6,12,5\n"
"1973,6/24/2013,20:13:20,70,80,6,26,13\n"
"4148,6/9/2013,7:13:20,66,59,6,13,16\n"
"4150,6/11/2013,9:13:20,70,59,6,9,11\n"
"5436,6/7/2013,9:45:56,66,74,6,18,14\n"
"6345,6/16/2013,16:13:20,65,56,6,16,11\n"
"3026,6/27/2013,3:43:51,70,55,6,2,19\n"
"21,6/22/2013,21:00:01,66,69,6,29,9\n"
"4731,6/22/2013,19:33:07,68,71,6,6,6\n"
"6316,6/17/2013,11:43:51,65,63,6,11,6\n"
"6311,6/12/2013,6:43:51,67,76,6,22,8\n"
"6503,6/24/2013,6:45:56,67,76,6,13,11\n"
"2023,6/14/2013,22:00:01,69,62,6,14,4\n"
"2022,6/13/2013,21:00:01,70,71,6,5,20\n"
"2021,6/12/2013,20:00:01,65,55,6,14,7\n"
"5480,6/21/2013,10:00:01,69,63,6,9,14\n"
"6498,6/19/2013,1:45:56,66,61,6,5,6\n"
"7950,6/1/2013,4:43:51,69,77,6,30,11\n"
"4471,6/2/2013,23:13:20,70,68,6,29,16\n"
"1170,6/1/2013,4:13:20,65,62,6,12,1\n"
"4106,6/27/2013,13:13:19,67,61,6,16,5\n"
"5783,6/24/2013,1:13:20,66,61,6,5,6\n"
"1323,6/4/2013,13:33:07,67,77,6,5,2\n"
"4348,6/29/2013,15:45:56,67,69,6,6,5\n"
"5774,6/15/2013,16:43:51,66,62,6,20,6\n"
"4111,6/2/2013,18:13:19,67,60,6,10,13\n"
"6464,6/15/2013,15:13:20,69,73,6,7,14\n"
"5392,6/23/2013,13:33:07,69,62,6,25,2\n"
"4113,6/4/2013,20:13:19,70,63,6,12,5\n"
"22,6/23/2013,22:00:01,67,65,6,18,20\n"
"6434,6/15/2013,9:43:51,68,68,6,29,6\n"
"5400,6/1/2013,21:33:07,70,59,6,16,11\n"
"4494,6/25/2013,22:33:07,67,56,6,17,1\n"
"4118,6/9/2013,1:43:51,65,60,6,26,8\n"
"4119,6/10/2013,2:43:51,65,71,6,26,15\n"
"3065,6/6/2013,18:13:20,66,56,6,28,12\n"
"6750,6/1/2013,18:43:51,65,71,6,1,12\n"
"2987,6/18/2013,12:00:01,68,59,6,5,16\n"
"967,6/8/2013,12:43:51,67,59,6,3,16\n"
"791,6/12/2013,4:00:01,69,61,6,20,12\n"
"4229,6/30/2013,16:13:19,70,55,6,20,18\n"
"6981,6/22/2013,9:43:51,69,77,6,30,12\n"
"800,6/21/2013,13:00:01,65,80,6,16,17\n"
"2177,6/18/2013,8:45:56,68,70,6,11,16\n"
"801,6/22/2013,14:00:01,66,71,6,13,7\n"
"3197,6/18/2013,6:33:07,67,74,6,6,12\n"
"7897,6/8/2013,23:33:07,69,60,6,17,20\n"
"3944,6/15/2013,19:33:07,69,78,6,8,9\n"
"815,6/6/2013,4:13:19,67,58,6,13,18\n"
"1885,6/26/2013,4:00:01,65,62,6,14,7\n"
"4234,6/5/2013,21:13:19,65,72,6,2,9\n"
"6950,6/21/2013,2:13:19,66,72,6,1,17\n"
"4217,6/18/2013,4:13:19,69,80,6,15,16\n"
"5804,6/15/2013,22:13:20,68,78,6,23,9\n"
"825,6/16/2013,14:13:19,65,77,6,19,7\n"
"5197,6/8/2013,10:13:19,69,63,6,5,3\n"
"1433,6/24/2013,3:33:07,70,70,6,30,5\n"
"1889,6/30/2013,8:00:01,66,71,6,28,19\n"
"2504,6/15/2013,4:13:20,69,65,6,6,17\n"
"2714,6/15/2013,22:45:56,69,79,6,29,4\n"
"3960,6/1/2013,11:00:01,66,60,6,12,1\n"
"970,6/11/2013,15:43:51,68,68,6,17,12\n"
"6904,6/5/2013,4:33:07,69,80,6,26,20\n"
"3192,6/13/2013,1:33:07,69,73,6,7,8\n"
"2715,6/16/2013,23:45:56,70,70,6,4,5\n"
"6995,6/6/2013,23:43:51,68,73,6,12,20\n"
"2501,6/12/2013,1:13:20,66,77,6,3,12\n"
"711,6/22/2013,20:13:19,65,67,6,11,19\n"
"5725,6/26/2013,15:00:01,65,75,6,2,8\n"
"5598,6/19/2013,8:00:01,69,63,6,24,2\n"
"720,6/1/2013,5:43:51,66,62,6,21,8\n"
"727,6/8/2013,12:43:51,65,74,6,23,6\n"
"3910,6/11/2013,9:13:20,66,59,6,12,1\n"
"2212,6/23/2013,0:13:19,70,78,6,27,18\n"
"1481,6/12/2013,3:13:19,69,79,6,17,13\n"
"3224,6/15/2013,9:45:56,66,68,6,4,9\n"
"736,6/17/2013,21:43:51,70,73,6,30,3\n"
"1477,6/8/2013,23:00:01,67,78,6,20,3\n"
"7003,6/14/2013,7:13:20,69,72,6,9,17\n"
"2818,6/29/2013,11:13:20,68,76,6,25,3\n"
"3920,6/21/2013,19:13:20,69,70,6,9,6\n"
"4566,6/7/2013,22:43:51,66,77,6,16,15\n"
"747,6/28/2013,8:13:20,69,70,6,13,10\n"
"748,6/29/2013,9:13:20,68,73,6,28,9\n"
"4238,6/9/2013,1:43:51,65,59,6,22,6\n"
"7032,6/13/2013,12:33:07,66,61,6,20,11\n"
"755,6/6/2013,16:13:20,67,62,6,26,14\n"
"3924,6/25/2013,23:13:20,68,60,6,13,18\n"
"5806,6/17/2013,0:33:07,65,64,6,15,11\n"
"2815,6/26/2013,8:13:20,67,57,6,8,3\n"
"769,6/20/2013,6:33:07,66,64,6,30,8\n"
"2205,6/16/2013,17:00:01,65,75,6,12,11\n"
"851,6/12/2013,16:43:51,69,67,6,2,16\n"
"843,6/4/2013,8:43:51,69,66,6,13,18\n"
"73,6/14/2013,1:13:20,70,68,6,1,1\n"
"3148,6/29/2013,5:43:51,66,68,6,15,2\n"
"6815,6/6/2013,11:00:01,68,80,6,21,7\n"
"5554,6/5/2013,12:13:20,70,77,6,5,13\n"
"1759,6/20/2013,22:33:07,69,70,6,1,19\n"
"950,6/21/2013,19:13:19,69,64,6,29,14\n"
"6795,6/16/2013,15:33:07,67,55,6,2,12\n"
"4216,6/17/2013,3:13:19,66,56,6,17,7\n"
"5286,6/7/2013,3:00:01,67,75,6,1,10\n"
"4525,6/26/2013,5:13:19,70,77,6,23,10\n"
"2108,6/9/2013,11:33:07,66,65,6,4,4\n"
"5549,6/30/2013,7:13:20,66,70,6,2,11\n"
"5270,6/21/2013,11:33:07,67,75,6,26,20\n"
"3152,6/3/2013,9:43:51,68,76,6,22,4\n"
"934,6/5/2013,3:13:19,65,60,6,8,17\n"
"5275,6/26/2013,16:33:07,68,71,6,25,18\n"
"5284,6/5/2013,1:00:01,68,60,6,4,17\n"
"6784,6/5/2013,4:33:07,67,67,6,7,3\n"
"4009,6/20/2013,12:43:51,65,68,6,16,17\n"
"926,6/27/2013,19:00:01,70,58,6,15,10\n"
"2807,6/18/2013,0:13:20,69,61,6,11,16\n"
"3145,6/26/2013,2:43:51,65,74,6,7,10\n"
"2135,6/6/2013,14:45:56,69,57,6,27,14\n"
"4343,6/24/2013,10:45:56,69,65,6,11,18\n"
"4546,6/17/2013,2:43:51,66,60,6,21,19\n"
"869,6/30/2013,10:13:20,68,61,6,8,4\n"
"5540,6/21/2013,22:43:51,67,78,6,25,7\n"
"871,6/2/2013,12:13:20,66,73,6,29,12\n"
"1704,6/25/2013,15:43:51,65,65,6,1,7\n"
"1427,6/18/2013,21:13:20,67,62,6,21,11\n"
"77,6/18/2013,5:13:20,70,58,6,17,19\n"
"3170,6/21/2013,3:13:20,69,70,6,29,18\n"
"1424,6/15/2013,18:13:20,66,59,6,13,5\n"
"4215,6/16/2013,2:13:19,68,61,6,1,16\n"
"4210,6/11/2013,21:00:01,68,57,6,26,7\n"
"3167,6/18/2013,0:13:20,66,56,6,19,20\n"
"4359,6/10/2013,2:45:56,66,55,6,21,12\n"
"5243,6/24/2013,8:13:20,68,55,6,3,1\n"
"6849,6/10/2013,21:13:19,66,76,6,11,10\n"
"6172,6/23/2013,11:13:19,67,70,6,3,18\n"
"6863,6/24/2013,11:43:51,69,59,6,1,8\n"
"948,6/19/2013,17:13:19,69,69,6,1,11\n"
"3499,6/20/2013,1:33:07,67,72,7,5,4\n"
"4690,6/11/2013,2:13:20,70,61,7,7,12\n"
"4338,6/19/2013,5:45:56,65,56,7,8,2\n"
"3574,6/5/2013,4:43:51,67,63,7,3,7\n"
"3577,6/8/2013,7:43:51,67,67,7,4,18\n"
"3545,6/6/2013,23:00:01,67,60,7,23,18\n"
"3592,6/23/2013,22:43:51,66,72,7,25,10\n"
"4358,6/9/2013,1:45:56,66,63,7,8,9\n"
"4716,6/7/2013,4:33:07,69,77,7,29,20\n"
"3455,6/6/2013,5:43:51,70,64,7,19,15\n"
"3466,6/17/2013,16:43:51,65,76,7,10,5\n"
"2883,6/4/2013,4:13:19,67,55,7,13,7\n"
"3539,6/30/2013,17:00:01,66,70,7,29,7\n"
"3558,6/19/2013,12:13:19,67,79,7,15,9\n"
"3472,6/23/2013,22:43:51,67,72,7,27,12\n"
"3511,6/2/2013,13:33:07,66,67,7,29,13\n"
"3436,6/17/2013,10:13:19,66,78,7,29,4\n"
"2871,6/22/2013,16:00:01,67,72,7,3,19\n"
"3520,6/11/2013,22:33:07,69,57,7,11,18\n"
"2557,6/8/2013,9:00:01,70,55,7,25,14\n"
"3462,6/13/2013,12:43:51,67,69,7,29,6\n"
"3484,6/5/2013,10:13:20,65,60,7,7,15\n"
"4719,6/10/2013,7:33:07,70,67,7,26,8\n"
"3469,6/20/2013,19:43:51,65,73,7,11,17\n"
"3255,6/16/2013,16:45:56,68,56,7,11,3\n"
"2592,6/13/2013,20:13:19,68,57,7,17,10\n"
"4186,6/17/2013,21:33:07,68,77,7,15,18\n"
"4046,6/27/2013,1:33:07,69,65,7,4,13\n"
"2795,6/6/2013,12:43:51,65,64,7,5,4\n"
"2744,6/15/2013,9:00:01,69,64,7,21,3\n"
"4514,6/15/2013,18:00:01,70,80,7,13,8\n"
"4465,6/26/2013,17:13:20,69,74,7,19,20\n"
"2801,6/12/2013,18:43:51,68,71,7,11,20\n"
"4197,6/28/2013,8:00:01,68,71,7,12,6\n"
"2981,6/12/2013,6:00:01,65,65,7,22,12\n"
"4053,6/4/2013,8:33:07,68,73,7,9,9\n"
"4528,6/29/2013,8:13:19,65,63,7,2,9\n"
"2731,6/2/2013,15:45:56,67,68,7,9,6\n"
"3157,6/8/2013,14:43:51,70,56,7,20,15\n"
"7998,6/19/2013,4:33:07,65,63,7,23,20\n"
"4205,6/6/2013,16:00:01,69,64,7,15,5\n"
"2729,6/30/2013,13:45:56,69,58,7,18,9\n"
"4209,6/10/2013,20:00:01,67,70,7,17,17\n"
"4541,6/12/2013,21:13:19,67,60,7,22,12\n"
"4547,6/18/2013,3:43:51,65,67,7,21,10\n"
"3952,6/23/2013,3:00:01,67,60,7,13,13\n"
"2980,6/11/2013,5:00:01,69,74,7,7,13\n"
"3191,6/12/2013,0:33:07,70,76,7,3,3\n"
"2748,6/19/2013,13:00:01,65,65,7,3,5\n"
"2793,6/4/2013,10:43:51,70,72,7,25,10\n"
"4152,6/13/2013,11:13:20,67,77,7,10,17\n"
"3038,6/9/2013,15:43:51,70,73,7,30,3\n"
"4125,6/16/2013,8:43:51,65,56,7,20,7\n"
"3042,6/13/2013,19:43:51,68,76,7,4,6\n"
"3019,6/20/2013,20:13:19,70,75,7,22,10\n"
"4124,6/15/2013,7:43:51,66,72,7,29,7\n"
"4158,6/19/2013,17:13:20,68,79,7,23,18\n"
"2787,6/28/2013,4:43:51,70,56,7,10,6\n"
"4115,6/6/2013,22:13:19,65,77,7,14,14\n"
"4168,6/29/2013,3:33:07,68,57,7,11,13\n"
"3008,6/9/2013,9:13:19,70,76,7,9,13\n"
"3064,6/5/2013,17:13:20,67,59,7,24,16\n"
"2765,6/6/2013,6:13:19,67,62,7,2,12\n"
"2788,6/29/2013,5:43:51,67,55,7,4,3\n"
"4503,6/4/2013,7:00:01,69,73,7,16,7\n"
"3069,6/10/2013,22:13:20,67,57,7,11,3\n"
"2760,6/1/2013,1:13:19,65,66,7,2,17\n"
"4089,6/10/2013,20:00:01,66,56,7,29,9\n"
"4087,6/8/2013,18:00:01,70,74,7,29,8\n"
"3087,6/28/2013,16:33:07,65,56,7,25,18\n"
"3061,6/2/2013,14:13:20,69,77,7,26,19\n"
"4373,6/24/2013,16:45:56,65,67,7,3,4\n"
"2707,6/8/2013,15:45:56,70,75,7,25,14\n"
"3215,6/6/2013,0:45:56,69,60,7,11,10\n"
"2922,6/13/2013,19:43:51,67,78,7,28,15\n"
"3703,6/14/2013,13:43:51,70,68,7,30,8\n"
"2620,6/11/2013,0:13:20,66,70,7,30,8\n"
"2917,6/8/2013,14:43:51,65,60,7,22,19\n"
"3666,6/7/2013,0:13:19,65,69,7,1,13\n"
"4283,6/24/2013,22:13:20,70,72,7,27,17\n"
"4284,6/25/2013,23:13:20,69,60,7,25,16\n"
"3659,6/30/2013,17:00:01,66,80,7,21,11\n"
"3385,6/26/2013,7:33:07,68,79,7,11,1\n"
"4645,6/26/2013,5:13:19,67,63,7,2,17\n"
"4286,6/27/2013,1:33:07,69,70,7,11,2\n"
"3648,6/19/2013,6:00:01,65,62,7,30,10\n"
"2850,6/1/2013,19:33:07,67,79,7,9,16\n"
"2600,6/21/2013,4:43:51,66,66,7,23,12\n"
"4382,6/3/2013,6:00:01,69,56,7,28,18\n"
"3403,6/14/2013,1:00:01,66,76,7,28,10\n"
"4315,6/26/2013,6:45:56,65,62,7,27,3\n"
