System,Date,Time,TargetTemp,ActualTemp,SystemAge,BuildingID
4,6/15/2013,13:00:01,70,73,1,13
4,6/25/2013,4:33:07,70,75,20,7
4,6/2/2013,12:13:20,70,59,24,7
4,6/17/2013,1:13:20,66,60,9,17
4,6/1/2013,11:13:20,68,57,7,6
4,6/18/2013,2:13:20,68,76,25,11
4,6/28/2013,15:45:56,68,64,7,1
4,6/18/2013,21:13:20,65,80,5,7
4,6/19/2013,3:13:19,69,65,4,7
4,6/2/2013,9:13:19,66,79,29,7
4,6/15/2013,13:13:19,69,70,20,4
4,6/7/2013,19:13:20,69,72,18,7
4,6/30/2013,1:43:51,70,71,22,7
4,6/24/2013,0:33:07,67,74,6,6
4,6/10/2013,13:13:20,70,61,3,18
4,6/9/2013,18:13:20,67,65,17,13
4,6/13/2013,22:13:20,66,61,15,20
4,6/10/2013,11:00:01,69,67,22,12
4,6/29/2013,6:13:19,69,76,25,1
4,6/24/2013,16:00:01,67,67,9,11
4,6/9/2013,16:13:19,69,74,28,1
4,6/4/2013,12:43:51,68,77,30,9
4,6/3/2013,7:33:07,68,71,14,9
4,6/18/2013,22:13:19,68,56,29,13
4,6/25/2013,10:00:01,65,57,22,1
4,6/11/2013,15:13:19,70,63,11,8
4,6/13/2013,9:00:01,65,78,16,17
4,6/12/2013,22:13:20,66,62,26,2
4,6/10/2013,4:43:51,70,74,19,2
4,6/13/2013,23:00:01,67,68,3,6
4,6/16/2013,16:13:19,66,72,2,18
4,6/11/2013,5:43:51,70,61,10,1
4,6/17/2013,0:43:51,66,75,21,5
4,6/5/2013,14:13:20,67,68,22,20
4,6/27/2013,22:33:07,68,73,4,4
4,6/4/2013,0:45:56,65,59,30,6
4,6/14/2013,23:33:07,70,56,14,17
4,6/12/2013,3:13:20,68,56,28,12
4,6/6/2013,22:13:19,65,77,28,18
4,6/10/2013,1:13:20,67,63,18,8
4,6/15/2013,7:43:51,70,77,9,7
4,6/9/2013,18:33:07,66,64,19,15
4,6/8/2013,17:33:07,69,76,8,9
4,6/24/2013,21:33:07,67,63,10,11
4,6/22/2013,6:13:19,70,78,21,12
4,6/27/2013,0:00:01,69,63,7,19
4,6/21/2013,20:33:07,68,59,27,15
4,6/20/2013,18:00:01,67,56,24,5
4,6/22/2013,20:13:19,69,62,14,18
4,6/8/2013,7:45:56,67,74,27,6
4,6/11/2013,16:00:01,67,60,20,16
4,6/13/2013,12:45:56,66,68,15,13
4,6/14/2013,21:13:20,67,79,28,6
4,6/11/2013,12:00:01,69,67,9,3
4,6/10/2013,11:00:01,69,71,14,17
4,6/10/2013,16:33:07,68,76,1,9
4,6/10/2013,0:43:51,69,78,9,9
4,6/4/2013,9:00:01,67,55,6,15
4,6/27/2013,14:45:56,70,69,10,16
4,6/23/2013,9:45:56,65,60,5,5
4,6/28/2013,15:45:56,68,75,28,20
4,6/13/2013,4:13:19,69,66,17,10
4,6/27/2013,16:00:01,66,74,1,7
4,6/10/2013,17:13:20,70,58,14,15
4,6/23/2013,0:45:56,69,74,2,20
4,6/24/2013,20:13:20,67,59,25,18
4,6/5/2013,3:13:19,67,77,10,19
4,6/8/2013,1:45:56,67,57,2,5
4,6/28/2013,1:43:51,67,74,1,19
4,6/2/2013,5:43:51,67,56,1,3
4,6/6/2013,11:13:20,65,76,10,12
4,6/4/2013,18:13:19,67,55,28,17
4,6/20/2013,14:00:01,66,64,25,14
4,6/22/2013,19:43:51,66,69,23,10
4,6/28/2013,19:13:19,69,60,18,15
4,6/27/2013,22:13:19,70,57,5,5
4,6/2/2013,13:33:07,69,72,11,6
4,6/16/2013,21:00:01,65,66,5,1
4,6/28/2013,9:43:51,66,65,24,2
4,6/19/2013,5:13:20,66,55,22,1
4,6/21/2013,21:13:19,67,60,23,8
4,6/30/2013,0:13:20,66,74,21,1
4,6/16/2013,13:13:19,65,64,26,6
4,6/18/2013,4:13:20,69,55,2,15
4,6/1/2013,11:00:01,66,74,1,12
4,6/14/2013,7:33:07,70,65,9,4
4,6/7/2013,7:13:20,65,71,20,20
4,6/14/2013,4:43:51,70,57,23,18
4,6/17/2013,10:33:07,66,59,26,10
4,6/14/2013,19:00:01,67,75,25,18
4,6/7/2013,17:43:51,69,80,29,2
4,6/14/2013,4:43:51,69,76,11,6
4,6/1/2013,11:43:51,67,76,5,19
4,6/7/2013,0:13:19,66,75,26,8
4,6/12/2013,12:13:20,67,79,9,11
4,6/17/2013,22:00:01,67,69,2,15
4,6/22/2013,8:45:56,69,69,23,10
4,6/24/2013,1:45:56,67,59,13,1
4,6/4/2013,3:45:56,69,77,10,5
4,6/29/2013,9:13:20,69,59,21,18
4,6/1/2013,20:13:20,68,55,4,20
4,6/1/2013,20:00:01,68,60,16,4
4,6/26/2013,11:00:01,70,70,11,12
4,6/24/2013,5:13:19,69,60,5,15
4,6/6/2013,0:43:51,68,79,14,13
4,6/15/2013,4:00:01,65,75,4,6
4,6/28/2013,13:43:51,70,70,28,17
4,6/15/2013,12:43:51,70,77,1,15
4,6/23/2013,21:13:19,65,67,11,16
4,6/1/2013,15:13:19,65,71,21,13
4,6/1/2013,16:43:51,70,57,17,10
4,6/12/2013,1:00:01,65,78,24,5
4,6/30/2013,22:00:01,69,68,20,3
4,6/19/2013,16:33:07,69,72,23,17
4,6/11/2013,0:00:01,69,71,15,20
4,6/19/2013,11:00:01,70,74,19,3
4,6/3/2013,22:13:20,65,66,10,11
4,6/10/2013,1:13:19,66,59,2,16
4,6/28/2013,22:00:01,68,63,6,7
4,6/14/2013,18:13:19,68,70,16,16
4,6/10/2013,9:45:56,68,67,16,15
4,6/1/2013,20:13:20,70,67,5,14
4,6/13/2013,9:13:20,69,63,18,4
4,6/26/2013,4:45:56,70,79,25,15
4,6/14/2013,12:13:19,68,80,14,7
4,6/13/2013,9:00:01,67,71,14,17
4,6/25/2013,1:33:07,70,65,5,3
4,6/20/2013,7:00:01,66,74,8,5
4,6/22/2013,22:13:19,67,71,15,20
4,6/10/2013,0:33:07,66,65,29,18
4,6/8/2013,11:43:51,68,78,15,3
4,6/25/2013,17:00:01,66,63,26,20
4,6/17/2013,19:33:07,65,78,29,1
4,6/19/2013,11:33:07,69,57,28,2
4,6/15/2013,3:33:07,66,72,14,7
4,6/15/2013,10:33:07,67,78,4,18
4,6/6/2013,18:00:01,66,56,14,9
4,6/20/2013,1:45:56,65,77,30,16
4,6/16/2013,6:43:51,67,57,21,4
4,6/20/2013,5:00:01,67,55,10,6
4,6/8/2013,13:13:19,65,75,13,10
4,6/14/2013,16:33:07,68,60,4,5
4,6/11/2013,3:33:07,65,56,18,7
4,6/26/2013,0:33:07,67,69,24,1
4,6/5/2013,21:13:20,68,66,1,12
4,6/27/2013,2:00:01,66,72,24,20
4,6/22/2013,15:45:56,65,80,13,4
4,6/6/2013,17:45:56,65,63,28,7
4,6/2/2013,0:13:19,66,76,16,4
4,6/14/2013,9:33:07,65,56,6,16
4,6/28/2013,15:43:51,65,62,4,1
4,6/22/2013,18:00:01,66,66,4,17
4,6/7/2013,10:43:51,69,72,17,11
4,6/27/2013,15:13:19,65,57,3,8
4,6/28/2013,16:13:19,69,57,20,11
4,6/30/2013,11:45:56,68,57,11,10
4,6/12/2013,9:43:51,66,73,29,10
5,6/15/2013,11:13:20,69,57,12,2
5,6/19/2013,15:13:20,67,68,12,9
5,6/6/2013,0:00:01,69,78,11,12
5,6/27/2013,23:13:20,67,76,2,4
5,6/24/2013,19:33:07,65,65,22,11
5,6/28/2013,5:13:19,68,75,7,5
5,6/25/2013,2:13:19,69,58,30,9
5,6/10/2013,4:00:01,67,78,4,2
5,6/17/2013,20:00:01,66,69,4,10
5,6/19/2013,22:00:01,70,58,7,7
5,6/30/2013,21:13:20,65,66,4,10
5,6/11/2013,3:45:56,69,69,18,18
5,6/11/2013,2:13:20,65,80,29,7
5,6/9/2013,5:00:01,66,79,9,6
5,6/24/2013,2:00:01,69,65,3,16
5,6/30/2013,20:33:07,65,56,23,15
5,6/26/2013,4:45:56,67,57,29,13
5,6/16/2013,18:33:07,65,62,11,19
5,6/4/2013,12:43:51,68,56,16,9
5,6/6/2013,9:00:01,65,80,12,6
5,6/25/2013,21:00:01,69,68,16,10
5,6/23/2013,18:33:07,68,64,21,12
5,6/24/2013,13:00:01,67,78,30,15
5,6/27/2013,16:00:01,68,77,19,1
5,6/13/2013,8:13:19,67,75,23,6
5,6/25/2013,20:33:07,66,56,7,17
5,6/14/2013,9:13:19,69,71,26,6
5,6/15/2013,10:33:07,70,66,20,5
5,6/29/2013,0:00:01,70,68,6,14
5,6/3/2013,23:33:07,66,58,16,13
5,6/24/2013,21:33:07,65,78,10,15
5,6/26/2013,23:33:07,66,65,10,9
5,6/13/2013,3:45:56,70,78,30,10
5,6/27/2013,12:43:51,65,75,14,3
5,6/16/2013,11:13:19,65,62,1,9
5,6/13/2013,20:45:56,66,72,21,11
5,6/8/2013,3:33:07,70,72,5,18
5,6/12/2013,13:00:01,69,75,27,5
5,6/7/2013,9:13:19,69,55,1,7
5,6/9/2013,15:43:51,67,70,1,15
5,6/22/2013,16:00:01,70,62,2,14
5,6/1/2013,9:45:56,67,80,10,2
5,6/6/2013,20:45:56,70,66,18,5
5,6/9/2013,11:13:19,69,74,6,6
5,6/24/2013,13:13:20,66,80,15,17
5,6/6/2013,20:13:20,69,59,18,7
5,6/25/2013,2:45:56,70,62,5,8
5,6/17/2013,7:33:07,65,66,25,6
5,6/5/2013,5:13:19,66,58,11,8
5,6/26/2013,10:13:20,69,69,12,14
5,6/1/2013,8:13:19,65,74,5,16
5,6/27/2013,5:00:01,70,75,1,16
5,6/24/2013,2:00:01,70,66,5,9
5,6/5/2013,1:45:56,66,65,2,20
5,6/17/2013,19:33:07,69,72,20,7
5,6/5/2013,13:43:51,65,79,3,10
5,6/8/2013,22:13:20,69,58,28,14
5,6/21/2013,4:43:51,70,79,1,13
5,6/22/2013,5:43:51,66,69,9,13
5,6/17/2013,8:13:20,68,59,16,8
5,6/28/2013,6:43:51,69,63,21,3
5,6/27/2013,10:43:51,65,71,7,16
5,6/7/2013,3:00:01,68,73,16,10
5,6/6/2013,8:33:07,66,66,14,17
5,6/10/2013,23:43:51,70,75,28,18
5,6/20/2013,22:13:19,69,61,1,8
5,6/15/2013,17:45:56,69,71,16,16
5,6/27/2013,11:13:19,70,80,7,19
5,6/7/2013,10:00:01,68,74,26,13
5,6/13/2013,16:00:01,69,78,10,19
5,6/25/2013,21:00:01,66,68,4,4
5,6/18/2013,20:13:19,67,67,13,7
5,6/11/2013,7:00:01,67,60,17,20
5,6/1/2013,20:00:01,65,63,28,11
5,6/26/2013,9:45:56,65,66,16,17
5,6/20/2013,5:43:51,70,80,28,7
5,6/13/2013,22:13:19,69,61,25,17
5,6/9/2013,18:13:19,67,59,1,8
5,6/6/2013,1:13:19,65,71,15,17
5,6/15/2013,17:13:19,68,74,23,7
5,6/8/2013,20:13:20,68,69,25,9
5,6/25/2013,8:43:51,65,69,22,19
5,6/19/2013,4:45:56,66,60,25,16
5,6/27/2013,22:33:07,67,73,6,8
5,6/5/2013,20:43:51,67,60,7,12
5,6/15/2013,16:00:01,69,62,14,19
5,6/11/2013,7:13:20,66,77,29,19
5,6/29/2013,6:13:19,69,69,27,9
5,6/29/2013,6:13:20,69,57,4,5
5,6/10/2013,7:33:07,70,68,30,10
5,6/19/2013,22:00:01,65,69,19,19
5,6/3/2013,5:13:19,69,74,22,14
5,6/21/2013,10:13:20,70,62,21,17
5,6/6/2013,19:43:51,68,70,3,15
5,6/15/2013,4:13:20,68,70,23,4
5,6/22/2013,23:43:51,69,55,26,4
5,6/17/2013,1:13:19,67,65,5,15
5,6/26/2013,3:13:19,67,57,10,13
5,6/2/2013,16:45:56,66,56,23,11
5,6/16/2013,7:13:20,67,79,21,10
5,6/12/2013,2:33:07,66,79,7,9
5,6/3/2013,17:13:20,68,68,6,13
5,6/20/2013,14:00:01,68,74,12,6
5,6/6/2013,14:00:01,67,72,30,5
5,6/18/2013,2:13:20,68,66,19,16
5,6/4/2013,11:13:19,69,73,18,16
5,6/16/2013,0:13:20,65,77,23,9
5,6/10/2013,18:43:51,69,66,12,18
5,6/29/2013,7:43:51,66,75,4,12
5,6/16/2013,5:13:20,67,78,30,15
5,6/29/2013,12:33:07,70,75,7,11
5,6/24/2013,6:13:20,67,72,27,8
5,6/19/2013,4:43:51,69,69,3,13
5,6/9/2013,22:33:07,65,59,12,20
5,6/25/2013,15:43:51,67,76,20,6
5,6/19/2013,21:13:19,65,62,14,20
5,6/7/2013,16:13:19,68,66,19,6
5,6/15/2013,17:13:19,66,63,27,8
5,6/14/2013,9:13:19,68,78,12,6
5,6/22/2013,3:33:07,67,59,3,4
5,6/26/2013,21:13:19,70,77,3,16
5,6/11/2013,9:13:19,68,73,18,13
5,6/19/2013,0:13:19,70,77,5,15
5,6/11/2013,23:13:20,68,66,1,2
5,6/6/2013,11:00:01,66,65,2,11
5,6/17/2013,21:33:07,65,79,30,2
5,6/29/2013,11:13:20,70,68,27,16
5,6/4/2013,6:33:07,70,65,18,20
5,6/18/2013,4:13:19,66,71,4,20
5,6/8/2013,18:13:20,65,66,1,20
5,6/18/2013,5:43:51,65,71,14,8
5,6/13/2013,0:43:51,70,61,29,12
5,6/5/2013,16:13:19,70,75,27,17
5,6/22/2013,3:13:19,69,55,10,9
5,6/1/2013,17:33:07,66,77,8,1
5,6/15/2013,21:43:51,65,69,7,9
5,6/8/2013,0:43:51,70,78,29,19
5,6/11/2013,17:43:51,69,61,17,1
5,6/19/2013,18:33:07,65,74,4,4
5,6/16/2013,8:43:51,69,63,10,16
5,6/7/2013,5:13:19,69,73,3,4
5,6/22/2013,15:13:20,66,65,18,2
5,6/25/2013,17:43:51,67,73,29,19
5,6/10/2013,3:13:20,65,61,21,20
5,6/7/2013,5:13:19,70,60,30,2
5,6/12/2013,23:13:19,69,66,18,12
5,6/17/2013,9:00:01,69,66,8,3
5,6/14/2013,18:33:07,69,65,9,12
5,6/27/2013,7:43:51,68,60,19,1
5,6/24/2013,10:13:19,67,57,20,13
5,6/22/2013,2:43:51,70,77,26,9
5,6/1/2013,17:13:19,68,59,8,10
5,6/18/2013,10:00:01,67,64,3,1
5,6/1/2013,1:45:56,70,60,5,6
5,6/10/2013,8:00:01,66,67,4,8
5,6/5/2013,3:00:01,69,76,6,6
5,6/26/2013,13:45:56,66,74,28,10
5,6/18/2013,16:13:19,66,79,14,1
5,6/19/2013,17:13:19,67,60,21,1
5,6/4/2013,8:43:51,68,66,5,11
5,6/26/2013,0:43:51,67,80,11,15
5,6/12/2013,6:45:56,70,62,25,12
5,6/19/2013,18:33:07,66,67,18,11
5,6/30/2013,10:13:20,67,62,10,9
5,6/1/2013,0:33:07,65,69,19,5
5,6/19/2013,5:33:07,68,61,25,18
5,6/25/2013,11:33:07,70,69,27,19
5,6/27/2013,13:33:07,66,66,27,18
5,6/29/2013,15:33:07,70,68,7,16
5,6/25/2013,13:33:07,65,79,1,2
5,6/23/2013,11:33:07,70,63,19,20
5,6/21/2013,9:33:07,69,55,24,15
5,6/16/2013,21:45:56,69,80,19,20
5,6/9/2013,19:43:51,70,67,26,16
5,6/6/2013,10:43:51,67,56,2,14
5,6/20/2013,0:13:20,70,77,11,10
5,6/4/2013,14:00:01,68,64,8,11
5,6/23/2013,14:13:19,65,64,10,11
5,6/10/2013,22:45:56,68,72,26,5
5,6/29/2013,11:45:56,66,78,11,15
5,6/27/2013,9:45:56,66,73,29,13
5,6/19/2013,16:43:51,69,57,19,2
5,6/9/2013,15:33:07,67,63,24,20
5,6/25/2013,1:33:07,69,66,27,12
5,6/4/2013,4:13:20,70,56,15,12
5,6/10/2013,19:33:07,66,65,3,16
5,6/13/2013,7:43:51,70,71,25,13
5,6/12/2013,4:43:51,70,78,6,2
5,6/20/2013,5:00:01,68,72,29,15
5,6/8/2013,2:43:51,67,75,9,7
5,6/15/2013,21:43:51,66,58,27,14
5,6/8/2013,23:00:01,66,67,22,13
5,6/9/2013,0:13:19,65,78,16,4
5,6/24/2013,12:13:19,66,61,17,1
5,6/20/2013,8:13:19,65,63,21,18
5,6/5/2013,17:00:01,70,56,6,4
5,6/19/2013,11:43:51,69,63,25,10
5,6/16/2013,22:33:07,66,60,5,4
5,6/14/2013,20:33:07,68,66,25,18
5,6/9/2013,3:45:56,67,76,10,13
5,6/25/2013,10:00:01,65,60,21,20
5,6/20/2013,5:00:01,70,70,8,11
5,6/14/2013,18:33:07,70,68,23,3
5,6/27/2013,14:43:51,67,78,19,19
5,6/14/2013,14:13:19,66,71,23,7
5,6/16/2013,3:43:51,65,56,8,11
5,6/3/2013,1:13:20,69,68,22,3
5,6/3/2013,13:13:20,68,78,4,17
5,6/8/2013,18:13:20,70,57,23,5
5,6/12/2013,22:13:20,66,78,16,15
5,6/9/2013,7:13:20,65,74,27,3
5,6/13/2013,11:13:20,65,73,15,17
5,6/20/2013,1:13:19,65,79,2,12
5,6/17/2013,16:33:07,70,59,1,18
5,6/22/2013,22:13:19,69,78,17,10
5,6/2/2013,2:13:19,67,80,3,15
5,6/28/2013,22:00:01,65,55,11,5
5,6/16/2013,8:45:56,69,76,26,6
5,6/13/2013,6:13:20,69,71,16,9
5,6/29/2013,21:45:56,70,77,11,2
5,6/12/2013,23:13:19,68,56,19,5
5,6/4/2013,15:13:19,70,76,25,14
5,6/1/2013,12:13:19,68,77,24,8
5,6/9/2013,3:00:01,67,77,19,5
5,6/4/2013,8:45:56,65,64,16,17
5,6/20/2013,1:13:19,65,67,5,5
5,6/7/2013,11:45:56,70,77,28,17
5,6/13/2013,5:45:56,67,55,7,2
5,6/13/2013,23:43:51,68,71,1,16
5,6/15/2013,1:13:20,68,58,23,1
5,6/26/2013,12:13:20,68,70,2,6
5,6/23/2013,16:13:19,70,76,28,13
5,6/9/2013,14:13:19,68,80,9,7
5,6/22/2013,21:43:51,67,65,4,7
5,6/18/2013,11:13:19,70,63,27,20
5,6/2/2013,23:00:01,70,65,9,16
5,6/15/2013,8:13:19,68,55,5,13
5,6/25/2013,16:00:01,69,56,11,17
5,6/25/2013,6:43:51,67,78,12,16
5,6/2/2013,13:43:51,70,76,21,19
5,6/6/2013,21:33:07,69,78,2,8
5,6/4/2013,19:33:07,67,63,25,17
5,6/4/2013,9:13:20,69,63,7,17
5,6/2/2013,19:00:01,66,58,25,16
5,6/30/2013,17:00:01,65,63,22,12
5,6/28/2013,9:33:07,69,78,1,16
5,6/3/2013,14:33:07,69,74,15,5
5,6/2/2013,1:00:01,68,77,19,3
5,6/8/2013,19:33:07,65,72,2,2
5,6/10/2013,21:33:07,68,78,4,11
5,6/14/2013,1:00:01,66,70,23,20
5,6/20/2013,17:13:19,68,62,5,2
5,6/16/2013,3:00:01,68,75,23,6
5,6/5/2013,2:13:19,65,58,24,12
5,6/25/2013,18:13:19,68,56,9,19
5,6/15/2013,18:43:51,69,73,24,11
5,6/19/2013,22:43:51,70,64,15,8
5,6/10/2013,9:43:51,70,72,26,9
5,6/6/2013,15:13:20,67,79,8,3
5,6/3/2013,12:13:20,68,57,7,16
5,6/8/2013,19:33:07,67,69,20,20
5,6/13/2013,0:00:01,66,61,14,18
5,6/5/2013,10:13:19,70,78,5,10
5,6/5/2013,8:43:51,65,79,28,1
5,6/4/2013,9:13:20,68,76,13,11
5,6/28/2013,15:00:01,66,80,7,1
5,6/23/2013,20:13:19,70,69,27,10
5,6/1/2013,6:13:20,69,61,2,10
5,6/1/2013,22:00:01,70,65,12,6
5,6/21/2013,8:00:01,67,55,21,13
5,6/24/2013,23:43:51,65,74,14,10
5,6/24/2013,15:00:01,67,75,6,10
5,6/22/2013,13:00:01,68,80,20,13
5,6/15/2013,6:00:01,67,62,29,12
5,6/23/2013,10:13:20,65,63,22,19
5,6/12/2013,3:00:01,68,77,28,18
5,6/13/2013,6:13:19,67,69,27,6
5,6/4/2013,19:33:07,67,61,14,5
5,6/12/2013,21:13:20,67,76,12,14
5,6/10/2013,19:13:20,68,59,30,15
5,6/27/2013,20:33:07,65,80,4,9
5,6/1/2013,0:00:01,69,60,8,7
5,6/25/2013,16:00:01,68,55,22,10
5,6/4/2013,1:13:19,69,70,13,4
5,6/3/2013,13:45:56,68,62,3,10
5,6/10/2013,21:43:51,67,73,26,2
5,6/17/2013,16:45:56,65,74,25,20
5,6/23/2013,10:00:01,67,76,17,5
5,6/14/2013,7:45:56,67,80,21,8
5,6/1/2013,23:33:07,67,75,11,2
5,6/15/2013,7:33:07,70,76,25,11
5,6/23/2013,4:45:56,69,70,3,20
5,6/19/2013,12:45:56,70,79,20,20
5,6/22/2013,8:13:20,68,80,2,6
5,6/10/2013,2:00:01,66,73,9,17
5,6/11/2013,21:43:51,70,65,11,2
5,6/15/2013,7:00:01,65,66,14,17
5,6/10/2013,14:13:19,68,55,10,5
5,6/25/2013,18:45:56,70,69,20,8
5,6/1/2013,23:00:01,69,79,10,15
5,6/18/2013,22:13:19,65,69,11,2
5,6/16/2013,14:13:19,69,73,23,5
5,6/30/2013,4:13:19,70,59,21,7
5,6/29/2013,3:13:19,66,63,1,15
5,6/29/2013,3:43:51,70,79,13,18
5,6/28/2013,20:33:07,66,69,22,15
5,6/12/2013,16:43:51,68,67,17,11
5,6/13/2013,5:33:07,70,68,10,9
5,6/10/2013,2:33:07,66,58,19,3
5,6/30/2013,10:13:20,69,77,7,3
5,6/21/2013,1:43:51,66,68,3,6
5,6/10/2013,16:33:07,67,73,5,10
5,6/13/2013,17:13:19,67,73,18,19
5,6/18/2013,11:33:07,65,77,28,11
5,6/10/2013,14:45:56,69,74,20,11
5,6/11/2013,16:13:20,67,71,4,13
5,6/4/2013,8:45:56,67,72,21,13
5,6/5/2013,22:13:20,69,70,27,2
5,6/10/2013,3:33:07,70,78,9,12
5,6/3/2013,8:13:20,70,69,1,12
5,6/10/2013,2:33:07,66,63,16,5
5,6/7/2013,23:13:20,67,65,11,3
5,6/26/2013,1:13:20,66,66,29,5
5,6/17/2013,3:13:20,67,72,2,20
5,6/12/2013,11:43:51,67,73,3,15
5,6/9/2013,20:33:07,68,75,16,11
5,6/10/2013,14:13:19,69,79,25,9
5,6/28/2013,2:13:19,70,63,21,20
5,6/23/2013,21:00:01,65,63,5,6
5,6/13/2013,11:00:01,69,66,3,20
5,6/1/2013,12:43:51,70,74,6,6
5,6/4/2013,2:00:01,67,55,25,9
5,6/15/2013,20:13:20,70,78,25,7
5,6/10/2013,2:33:07,66,73,20,17
5,6/6/2013,22:13:20,67,73,18,8
5,6/24/2013,5:33:07,66,76,24,19
5,6/18/2013,11:13:19,70,73,20,9
5,6/16/2013,9:33:07,67,71,25,4
5,6/12/2013,17:13:19,70,57,10,17
5,6/4/2013,10:33:07,65,74,26,7
5,6/4/2013,2:13:20,65,63,16,6
5,6/8/2013,5:43:51,69,68,5,2
5,6/15/2013,10:45:56,68,68,7,1
5,6/26/2013,23:43:51,69,73,30,17
5,6/5/2013,12:13:20,69,56,5,5
5,6/21/2013,7:45:56,69,61,26,16
5,6/29/2013,23:43:51,65,55,21,15
5,6/4/2013,14:00:01,66,75,19,19
5,6/9/2013,9:13:20,69,74,3,19
5,6/29/2013,9:00:01,66,58,28,4
5,6/29/2013,18:45:56,70,61,4,11
5,6/17/2013,2:45:56,70,76,29,14
5,6/27/2013,16:45:56,69,59,24,16
5,6/23/2013,12:45:56,70,77,15,1
5,6/21/2013,16:45:56,67,72,22,6
5,6/10/2013,23:33:07,70,66,9,3
5,6/9/2013,22:33:07,65,64,29,13
5,6/29/2013,20:13:19,69,68,5,16
5,6/21/2013,15:00:01,65,78,8,9
5,6/29/2013,14:45:56,67,63,7,16
5,6/7/2013,13:33:07,66,62,13,1
5,6/15/2013,6:13:19,68,64,15,1
5,6/20/2013,11:45:56,68,72,30,19
5,6/1/2013,5:33:07,66,71,6,14
5,6/5/2013,5:13:19,67,67,12,17
5,6/22/2013,20:13:20,65,71,27,18
5,6/3/2013,23:43:51,65,71,15,19
5,6/14/2013,23:33:07,65,55,11,5
5,6/21/2013,21:13:20,68,61,20,5
5,6/10/2013,4:00:01,65,80,19,14
5,6/6/2013,13:13:20,65,59,11,3
5,6/27/2013,6:33:07,69,70,7,4
5,6/20/2013,11:13:19,69,67,23,6
5,6/10/2013,4:43:51,68,79,5,4
5,6/1/2013,11:45:56,70,63,6,9
5,6/24/2013,16:43:51,70,75,17,16
5,6/25/2013,13:13:19,65,76,5,20
5,6/24/2013,12:13:19,65,55,6,5
5,6/23/2013,11:13:19,66,65,26,9
5,6/19/2013,7:33:07,66,73,24,12
5,6/20/2013,8:33:07,67,58,16,12
5,6/3/2013,9:33:07,68,62,5,7
5,6/6/2013,12:33:07,65,65,24,9
5,6/7/2013,13:33:07,67,75,13,14
5,6/9/2013,21:13:20,70,56,17,20
5,6/19/2013,4:00:01,65,56,2,13
5,6/8/2013,17:33:07,70,72,26,1
5,6/29/2013,11:00:01,65,59,23,16
5,6/6/2013,18:13:20,68,60,21,18
5,6/2/2013,14:00:01,69,79,4,3
5,6/4/2013,16:00:01,65,76,26,12
5,6/1/2013,13:00:01,69,57,20,1
5,6/22/2013,1:33:07,66,70,3,16
5,6/4/2013,16:13:20,68,60,2,16
5,6/15/2013,18:13:20,65,80,6,15
5,6/6/2013,7:45:56,69,76,5,7
5,6/1/2013,2:45:56,70,78,24,7
5,6/8/2013,11:13:20,69,80,23,5
5,6/2/2013,20:13:19,67,76,15,11
5,6/28/2013,2:33:07,65,62,6,4
5,6/26/2013,17:45:56,69,74,9,6
5,6/16/2013,7:13:19,66,58,3,19
5,6/13/2013,10:45:56,70,65,18,11
5,6/4/2013,14:45:56,68,59,23,15
5,6/30/2013,0:13:20,69,65,27,8
5,6/2/2013,23:45:56,65,66,18,3
5,6/21/2013,10:00:01,66,71,19,7
5,6/25/2013,1:43:51,65,58,4,9
5,6/13/2013,21:00:01,67,77,25,16
5,6/24/2013,4:45:56,66,66,4,10
5,6/29/2013,7:00:01,67,76,27,12
5,6/18/2013,2:13:19,67,69,27,5
5,6/24/2013,13:00:01,69,61,1,9
5,6/23/2013,17:43:51,66,68,4,7
6,6/20/2013,6:13:20,66,56,29,7
6,6/28/2013,10:00:01,65,79,22,6
6,6/21/2013,19:00:01,67,63,24,3
6,6/4/2013,23:00:01,70,75,13,3
6,6/3/2013,7:43:51,69,69,15,6
6,6/25/2013,1:45:56,70,77,4,2
6,6/12/2013,4:33:07,70,74,16,11
6,6/21/2013,2:33:07,70,56,11,10
6,6/24/2013,6:00:01,66,76,21,16
6,6/21/2013,14:33:07,68,62,1,2
6,6/22/2013,14:33:07,70,57,2,6
6,6/24/2013,5:45:56,68,72,5,16
6,6/10/2013,7:33:07,66,63,22,20
6,6/16/2013,20:43:51,68,67,24,16
6,6/19/2013,23:43:51,68,61,17,6
6,6/16/2013,11:33:07,69,65,8,16
6,6/17/2013,15:13:19,66,62,8,20
6,6/20/2013,11:13:20,69,80,21,19
6,6/30/2013,1:45:56,68,63,28,3
6,6/1/2013,17:13:20,65,65,13,19
6,6/18/2013,13:33:07,69,78,6,2
6,6/23/2013,16:45:56,68,66,29,2
6,6/3/2013,2:43:51,66,67,9,16
6,6/19/2013,14:13:19,68,70,22,17
6,6/7/2013,13:45:56,69,57,18,9
6,6/22/2013,13:00:01,66,73,9,17
6,6/15/2013,11:13:20,67,70,22,13
6,6/21/2013,13:00:01,70,63,22,18
6,6/25/2013,5:43:51,65,72,9,5
6,6/17/2013,20:13:20,70,64,15,5
6,6/21/2013,18:45:56,69,69,19,15
6,6/21/2013,17:13:20,68,69,15,12
6,6/24/2013,17:33:07,65,57,19,1
6,6/7/2013,5:13:19,68,64,6,1
6,6/12/2013,10:13:19,65,68,18,12
6,6/8/2013,3:33:07,68,55,27,12
